canonical_company_id,old_queue_rank,preliminary_score,company_name,domain,website_url,linkedin_company_url,linkedin_slug,country,locality,employee_headcount_numeric,employee_range,company_type,business_type,revenue_band,funding_band,industry,subindustry,pattern_tags,founded_year,follower_count,b2b_signals,saas_signals,bucket,bucket_reason,description,derived_description,filter_date
SQ086132,19570,53,Defakto Security,defakto.security,https://defakto.security,https://www.linkedin.com/company/defaktosecurity,defaktosecurity,United States,"Palo Alto, California",39.0,11-50 employees,Privately Held,,,$25M - $50M,Software Development,,,2022.0,3261.0,description addresses businesses/teams/organisations,explicit SaaS / cloud / enterprise-software / platform language,affordability_exception,revenue (missing) retained on funding $25M - $50M,"Defakto secures the next era of automation with the only complete Non-Human IAM platform, purpose-built for end-to-end NHI lifecycle management. By eliminating static secrets and overprivileged accounts, Defakto helps enterprises reduce breach risk, simplify compliance, and scale automation with confidence. Trusted by Global 2000 companies, Defakto was founded by leaders in large-scale identity deployments. The platform secures every automated interaction across workloads, pipelines, multi-cloud environments, and AI agents. Defakto is defining the future of IAM for a world powered by automatio",,2026-09-14
SQ125603,20051,53,"Jump Technologies, Inc.",jumptech.com,https://jumptech.com,https://www.linkedin.com/company/jump-technologies-inc-,jump-technologies-inc-,United States,"Bradenton, Florida",16.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Hospitals and Health Care,"Healthcare Software,Enterprise Software Solutions","SaaS, B2B, Healthcare IT",1998.0,873.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Healthcare Software,Enterprise Software Solutions)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"At Jump Technologies, we understand the complexities and critical importance of an efficient healthcare supply chain. Our suite of cloud-based solutions—JumpStock, InnerTrack, and Case Companion—are specifically designed to empower healthcare organizations to achieve unprecedented visibility, control, and efficiency in their inventory and logistics. 

For supply chain senior leaders, this means:

* Reduced Costs & Increased Revenue: Optimize inventory levels, eliminate waste from stock-outs and lost packages, and capture missed revenue opportunities. 

* Enhanced Patient Safety & Care: Minimiz","Jump Technologies provides SaaS-based inventory management solutions designed to optimize hospital supply chains. Their flagship product, JumpStock, offers real-time visibility and dynamic adjustments to inventory levels, aiming to reduce stock-outs and improve staff productivity. Jump Technologies differentiates itself by providing supply chain solutions that integrate with major ERP systems and can be rapidly implemented. They emphasize data-driven decision-making to improve patient care and cash flow for hospitals.",2026-09-14
SQ165562,20557,53,Axial Shift,axialcommerce.com,https://axialcommerce.com,https://www.linkedin.com/company/axial-shift,axial-shift,United States,"Austin, Texas",15.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,Information Services,Enterprise Software Solutions,"SaaS, Restaurant Operations, KPI Tracking",,2246.0,Business Type contains B2B,Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions),affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"Axial Shift | The Frontline Success Platform

Restaurant success starts on the floor. Axial Shift is built for the frontline—empowering operators with real-time insights, gamification, and AI-driven forecasting to drive sales, engagement, and accountability.

We simplify operations, enhance team motivation, and help restaurants maximize revenue through role-based dashboards, dynamic contests, and actionable data. 

Unlike legacy operational (scheduling, labor, etc) tools, Axial's apps keep managers focused on what matters most: delivering great hospitality and driving performance, not getting ","Axial Shift is a restaurant operations and performance platform focusing teams on what matters, where it matters. It offers role-based dashboards, competitions/KPI tracking, dynamic messaging, and visual scheduling. The platform integrates with POS systems and provides various apps for reporting, time/attendance, and AI-based forecasting. Axial Shift aims to simplify operations and empower frontline teams to drive sales and control labor costs.",2026-09-14
SQ047830,20791,52,Evertune AI,evertune.ai,https://evertune.ai,https://www.linkedin.com/company/evertune-ai,evertune-ai,United States,"New York City, NY",33.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,"Technology, Information and Internet","Advertising, Marketing and Multimedia Design,AI and ML Platforms","AI Analytics, Brand Monitoring",2024.0,3124.0,Business Type contains B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Advertising, Marketing and Multimedia Design,AI an)",affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"The shift is already here: millions of people are getting brand recommendations from ChatGPT, Claude, and Gemini instead of search engines. The question isn't whether this matters — it's whether you're winning those conversations or losing them.

Evertune is the marketing platform that delivers complete AI search visibility, showing you exactly where your brand stands when people discover you through AI — and how to show up stronger. We're not just another analytics dashboard. We're your strategic partner for Generative Engine Optimization (GEO) and AI SEO in the economy that's reshaping every","Evertune AI is a brand analytics platform helping brands understand and optimize their brand presence within AI models. It monitors AI recommendations, analyzes driving factors, and provides actionable insights for content and communication strategies. The platform benchmarks brand performance against competitors across various AI models like OpenAI, Gemini, and Meta. Evertune's AI Brand Index tracks brand performance over time, identifies key product features influencing AI recommendations, analyzes sentiment, and offers content roadmaps to educate AI models and improve brand visibility and p",2026-09-14
SQ069041,20804,52,Barndoor AI,barndoor.ai,https://barndoor.ai,https://www.linkedin.com/company/barndoor-ai,barndoor-ai,United States,"New York, NY",33.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,Software Development,AI and ML Platforms,"AI, Stealth Mode, Early Stage",2024.0,692.0,Business Type contains B2B,SubIndustry is software/platform (AI and ML Platforms),affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"As more AI agents take on work across your company, it’s not just harder to see which agents are doing what — it’s riskier. 

Barndoor brings visibility and control into one place, giving enterprise teams the granular access, policy enforcement, and oversight they need to scale AI safely. Now you can use AI with confidence across every team, tool, and action.

Stop chasing AI usage. Start controlling it.","Barndoor AI Inc. appears to be an early-stage company, possibly still in development, focused on artificial intelligence solutions. The 'coming soon' message and lack of further information suggest a pre-launch phase.",2026-09-14
SQ074155,20809,52,ShiftUp,shiftupai.com,https://shiftupai.com,https://www.linkedin.com/company/shiftupai,shiftupai,United States,"Phoenix, Arizona",23.0,11-50 employees,Privately Held,,,$1M - $5M,Software Development,,,2025.0,948.0,description addresses businesses/teams/organisations,platform language in a software-native industry,affordability_exception,revenue (missing) retained on funding $1M - $5M,"ShiftUp is revolutionizing enterprise sales through autonomous AI intelligence that transforms how revenue teams operate. Turn it on today. See opportunities tomorrow. No building, no training, no RevOps or IT overhead. Founded by proven entrepreneurs with decades of go-to-market expertise, ShiftUp combines advanced AI capabilities with enterprise-grade reliability to help organizations optimize workflows, accelerate pipeline generation, and drive measurable revenue growth. Built natively for Salesforce, ShiftUp serves enterprise clients across telecommunications, technology, healthcare, and m",,2026-09-14
SQ083447,20815,52,Chief,getchief.com,https://getchief.com,https://www.linkedin.com/company/scalewithchief,scalewithchief,United States,"Lehi, Utah",22.0,11-50 employees,Privately Held,,,$1M - $5M,Software Development,,,2024.0,440.0,description addresses businesses/teams/organisations,explicit SaaS / cloud / enterprise-software / platform language,affordability_exception,revenue (missing) retained on funding $1M - $5M,"Chief is a predictive revenue intelligence platform that uses AI and machine learning to help sales organizations forecast outcomes and identify pipeline risk. While traditional revenue intelligence tools focus on recording historical data, Chief monitors real-time deal behavior to provide a system of action for CROs, RevOps, and Sales Leaders.

The platform integrates directly with CRMs like Salesforce and HubSpot, along with over 200 GTM tools, to analyze activity patterns, stage velocity, and stakeholder engagement. Chief identifies specific behavioral deviations like deal inactivity, stall",,2026-09-14
SQ088526,20819,52,August,august.law,https://august.law,https://www.linkedin.com/company/augustlegal,augustlegal,United States,"New York, NY",20.0,11-50 employees,Privately Held,,,$5M - $10M,Software Development,,,2024.0,3353.0,description addresses businesses/teams/organisations,explicit SaaS / cloud / enterprise-software / platform language,affordability_exception,revenue (missing) retained on funding $5M - $10M,"Our purpose is to bring this best-in-class legal AI tool for mid-sized law firms. 

We're building Legal AI tailored to level the playing field for mid-sized firms, specifically configured to their type of work. Our platform is customized to each firms unique precedents and facts, matching internal style, while offering supporting with onboarding and adoption. 

We're serving clients across four continents and backed by NEA, Pear VC, Stanford Law School and other incredible partners. To learn more, connect with us and reach out to team@august.law",,2026-09-14
SQ142771,20866,52,Letta,letta.com,https://letta.com,https://www.linkedin.com/company/letta-ai,letta-ai,United States,"San Francisco, CA",21.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,Research Services,"AI and ML Platforms,Developer Tools and Platforms","B2B, AI Agents, Open Source",2024.0,4892.0,Business Type contains B2B; Pattern Tags contain B2B,"SubIndustry is software/platform (AI and ML Platforms,Developer Tools and Platforms)",affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"Today's AI agents struggle with fragmented context and limited memory. Just as computers needed operating systems to manage resources, your agents need intelligent context management to unlock their full potential.

Letta is a complete operating system for building stateful agents AI agents. Letta handles state persistence, context compilation, and intelligent resource allocation, so you can focus on building applications powered by agents that actually learn.

Letta was founded by the creators of MemGPT, which introduced memory (or context) management for AI agents. The company was spun out o","Letta is a platform focused on building stateful AI agents with memory. They address the problem of limited context windows in large language models by providing tools and infrastructure for creating agents that can reason, plan, learn, and remember over time. Letta offers an open-source agents framework, a visual Agent Development Environment (ADE) for iterating on prompts and configurations, and Letta Cloud for deploying and managing agents at scale. What sets them apart is their focus on building agents with persistent memory (powered by MemGPT) that can learn from experience, as opposed to",2026-09-14
SQ004707,20911,51,MorelandConnect,morelandpartners.net,https://morelandpartners.net,https://www.linkedin.com/company/morelandconnect,morelandconnect,United States,"Twinsburg, Ohio",24.0,11-50 employees,Privately Held,B2B,500K-1M,Funding unknown,Software Development,"Enterprise Software Solutions,IT Services and Cybersecurity","B2B, Custom Solutions, Software Development",2002.0,857.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,IT Services and Cybe)",affordability_exception,"revenue 500K-1M retained on operating scale (headcount 24, strong B2B SaaS signals)","At MorelandConnect, we architect and build cloud solutions that connect businesses to customers and people to information.

Moreland is based in Cleveland and our management team has been creating custom software solutions for over 20 years.  Our team understands business and appreciates what technology can do to help organizations become more effective.

We have worked with organizations from most major industries, including healthcare, retail, manufacturing, distribution, private equity, and insurance.  We value the deep business knowledge of our clients and understand how to apply techn","MorelandConnect is a software development company providing premier software development services from their headquarters in Cleveland, OH. They specialize in custom software projects and bridge the gap between business and technology. Their services include AI and Machine Learning Development, Custom Software Development, Mobile Application Development, Device Automation and Hardware Integration, SAAS Development, UX/UI Development, Hosting and Managed Services and Staff Augmentation. MorelandConnect serves various industries including healthcare, financial services, retail, manufacturing, tr",2026-09-14
SQ017404,20958,51,GrandCare Systems,grandcare.com,https://grandcare.com,https://www.linkedin.com/company/grandcaresystems,grandcaresystems,United States,"West Bend, WI",29.0,11-50 employees,Privately Held,B2B,500K-1M,Funding unknown,"Health, Wellness and Fitness","Healthcare Software,IoT and Embedded Systems Software","B2B, SaaS, assistive technology",2005.0,1034.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Healthcare Software,IoT and Embedded Systems Softw)",affordability_exception,"revenue 500K-1M retained on operating scale (headcount 29, strong B2B SaaS signals)","GrandCare Systems is a software company that creates a platform that helps people with disabilities live more independently, and support agencies serve more people without more staff.","GrandCare Systems is a software company providing a remote monitoring and remote support platform. It helps people with disabilities live more independently and supports agencies to serve more people without increased staff. The core of their solution is a dedicated touchscreen appliance, enhanced by wireless sensors and optional telehealth devices. GrandCare serves disability support organizations, in-home care providers, and senior living communities.",2026-09-14
SQ007714,21421,50,InfinitForm,infinitform.com,https://infinitform.com,https://www.linkedin.com/company/infinitform,infinitform,United States,"Los Angeles, CA",14.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,Software Development,"AI and ML Platforms,Manufacturing Software","Gen-AI, CAD, Manufacturing Focus",2023.0,1798.0,Business Type contains B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (AI and ML Platforms,Manufacturing Software)",affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"Rapid Gen-AI Design for Performance, Cost and Manufacturability.

InfinitForm builds the next generation of innovative engineering software that shapes a more sustainable future.

Our Vision:
To create a future where engineers are empowered to achieve their highest creative potential by removing bottlenecks in product design.

Our Mission:
To equip engineers with advanced smart technologies that redefine products and set new benchmarks for speed, efficiency, and performance.","InfinitForm is revolutionizing generative-AI design with prismatic optimization. The company specializes in transformative software that streamlines the design-to-manufacturing process, integrating seamlessly with various manufacturing methods to optimize cost, speed, efficiency, and performance. The platform empowers design, mechanical, and industrial engineers across multiple manufacturing domains, including CNC machining, casting, mold design, extrusion, and additive manufacturing processes.",2026-09-14
SQ026398,21822,50,GovSignals,govsignals.ai,https://govsignals.ai,https://www.linkedin.com/company/govsignals,govsignals,United States,Washington DC,16.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,Software Development,"Government and Public Sector Software,AI and ML Platforms","B2B, GovTech, AI platform",2023.0,6192.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Government and Public Sector Software,AI and ML Pl)",affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"GovSignals is the #1 Acquisition AI platform for government contracting, and the only AI proposal platform operating in a FedRAMP High authorized environment. Built with enterprise-grade security, our end-to-end software accelerates pre-RFP intelligence, capture, proposal development, and AI knowledge management. We empower contractors to scale pipeline and win more contracts with speed and precision.

From AEC to Defense, technology to professional services, GovSignals enables contractors of every size—from emerging small businesses to Fortune 500 leaders—to pursue and secure more opportuniti","GovSignals provides an AI-powered platform designed to enhance and accelerate the entire government contracting lifecycle. They offer tools for pre-RFP intelligence, capture, proposal development, and AI knowledge management, enabling government contractors to identify opportunities, craft winning proposals, and optimize their workflows. GovSignals differentiates itself through its AI-driven insights and comprehensive approach, aiming to disrupt the government contracting industry by helping businesses secure government contracts more efficiently.",2026-09-14
SQ030858,21895,50,TERN,tern.ai,https://tern.ai,https://www.linkedin.com/company/tern-ai,tern-ai,United States,"Austin, Texas",13.0,11-50 employees,Privately Held,B2B,0-500K,$10M - $25M,"Technology, Information and Internet","AI and ML Platforms,Automotive and Rental Retail","AI Navigation, Sensor Fusion, GPS Alternative",2022.0,1193.0,Business Type contains B2B,"SubIndustry is software/platform (AI and ML Platforms,Automotive and Rental Retail)",affordability_exception,revenue 0-500K contradicted by funding $10M - $25M,"TERN’s patented and award-winning Independently-Derived Positioning System  (IDPS) software applies proprietary artificial intelligence to constantly evolving map and sensor data, integrating seamlessly to power vehicle positioning without satellites, creating the safest, most reliable navigation experience yet. Built by an team of professional navigators and AI innovators, TERN is creating the future of positioning.","Tern AI is a software company developing IDPS (Independently Derived Positioning System), an AI-based alternative to GPS navigation. IDPS leverages data from vehicle sensors, maps, and AI to provide positioning and navigation without relying on satellite signals. Tern AI aims to provide safer and more reliable navigation for automotive, commercial fleets, and government applications. Their solution works in areas with poor or no GPS signal, enhances safety-critical systems, and integrates easily with existing hardware and software.",2026-09-14
SQ032398,21935,50,Cuspera,quadzillahub.com,https://quadzillahub.com,https://www.linkedin.com/company/cuspera,cuspera,United States,"Santa Clara, California",12.0,11-50 employees,Privately Held,,,$1M - $5M,Software Development,,,2017.0,340.0,description addresses businesses/teams/organisations,platform language in a software-native industry,affordability_exception,revenue (missing) retained on funding $1M - $5M,"At Cuspera, we are on a mission to enable software buyers and vendors to find their ideal match. 

Buying team journeys are complex and Time-consuming today. Cuspera is an AI platform to simplify and accelerate buying team journeys.

Cuspera transparently embeds in any channel to engage buyers in a personalized way, elicit their needs, and then help them make rapid technology decisions. Cuspera assists the buying team to collaborate and speed up the decision-making.

Cuspera helps businesses find matching software for their business needs based on expert and peer feedback and their business co",,2026-09-14
SQ056346,22326,50,Rifa AI,rifa.ai,https://rifa.ai,https://www.linkedin.com/company/rifa-ai,rifa-ai,United States,"San Francisco, California",17.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Enterprise Software Solutions,AI and ML Platforms","B2B, AI Automation, Voice AI",2023.0,1614.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"We're redefining efficiency with AI-driven automation. 

Our AI Agents learns, adapt, and executes tasks across your internal tools flawlessly, automating your operational tasks and back office workflows effortlessly.","Rifa AI is a company that specializes in AI-driven automation, offering AI agents that learn, adapt, and execute tasks across internal tools. They focus on automating operational tasks and back-office workflows, particularly using Voice AI to automate calls and other customer interactions. Rifa AI targets businesses looking to eliminate repetitive tasks, reduce operational costs, and improve efficiency without needing developer bandwidth or complex API integrations. They offer tailored solutions for various industries, including debt collections, healthcare, and insurance.",2026-09-14
SQ064961,22500,50,Niva,niva.co,https://niva.co,https://www.linkedin.com/company/withniva,withniva,United States,"New York, NY",17.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,Software Development,"Financial Services Software,Security and Identity Software","B2B, AI, Compliance",2023.0,1188.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Financial Services Software,Security and Identity )",affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"At Niva, we leverage modern AI to build a universal identity layer that enables trust between businesses globally. With instant, reliable, and borderless business verification, we aim to create unprecedented opportunities for businesses worldwide, unlocking the next level of economic growth and innovation.


We're based in New York, NY and backed by Kaszek, Gradient (Google's AI fund), Picus Capital, Canary and Gilgamesh.","Niva is a global business identity platform that leverages AI to automate and streamline the Know Your Business (KYB) process. Their platform facilitates instant, reliable, and borderless business verification, enabling trust between businesses worldwide. Niva's AI-driven solutions offer faster, safer, and more efficient business onboarding, reducing fraud and improving compliance.",2026-09-14
SQ074806,22644,50,Pulse,runpulse.com,https://runpulse.com,https://www.linkedin.com/company/pulse-ai-corp,pulse-ai-corp,United States,san francisco,33.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"AI and ML Platforms,Legal Services and Regulatory Compliance","AI, Document Processing, B2B",,8646.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (AI and ML Platforms,Legal Services and Regulatory )",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Pulse is a production-grade platform for unstructured document extraction, built for accuracy at scale.

Pulse parses and extracts data from complex enterprise documents including PDFs, spreadsheets, presentations, images, and more. The platform is designed for high-quality document understanding rather than traditional OCR, using in-house systems for layout, reading order, tables, charts, handwriting, and complex document structures.

At this scale, Pulse is running inside some of the most demanding production environments in the world, including Fortune 50 technology organizations, top globa","Pulse provides an AI-powered document processing engine, enabling businesses to extract data from unstructured documents. Their technology accurately parses various document formats, including charts, graphs, tables, and text, converting them into LLM-ready text. They offer a hosted API for quick integration, customizable schemas, and data pipeline configurability. Pulse focuses on security and compliance, offering zero data retention agreements and meeting industry standards like SOC 2 and HIPAA.",2026-09-14
SQ075717,22654,50,Qumis,qumis.ai,https://qumis.ai,https://www.linkedin.com/company/qumis,qumis,United States,"Chicago, Illinois",14.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Insurance and InsurTech,AI and ML Platforms","B2B, AI, Insurance",2022.0,1280.0,Business Type contains B2B; Pattern Tags contain B2B,"SubIndustry is software/platform (Insurance and InsurTech,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Qumis is generative AI built for the hardest part of insurance: understanding the policy.

Built by attorneys. Made for scale. Used by the people who make insurance work.","Qumis is an assistive AI platform designed to quickly analyze insurance policies and extract relevant information for claims, brokering, and compliance. Developed by insurance attorneys, Qumis delivers law firm-grade analysis and enables real-time discussions with policies and institutional knowledge. Qumis transforms hours of work into minutes with enhanced precision, offering solutions for risk professionals, attorneys, brokers, and claim teams.",2026-09-14
SQ087842,22753,50,Bonsai Health,bonsaihealth.com,https://bonsaihealth.com,https://www.linkedin.com/company/bonsaihealth,bonsaihealth,United States,"Santa Monica, California",26.0,11-50 employees,Privately Held,,,$5M - $10M,Software Development,,,,1359.0,description addresses businesses/teams/organisations,explicit SaaS / cloud / enterprise-software / platform language,affordability_exception,revenue (missing) retained on funding $5M - $10M,"Bonsai Health is the agentic AI platform transforming how healthcare practices operate.

Patients often miss timely care—not from neglect, but because front office teams lack access to the critical data they need, and the time to act on it. As a result, staff can’t consistently identify who requires follow-up or keep schedules full. Bonsai changes that.

By automating complex front-office workflows, Bonsai ensures no patient is overlooked, no staff is overburdened, and no opportunity for care is missed.

Our platform works quietly in the background to:

1. Identify missed opportunities like ov",,2026-09-14
SQ122931,23288,50,Promise Bio,promise.bio,https://promise.bio,https://www.linkedin.com/company/promise-bio,promise-bio,United States,"New York, NY",13.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,Biotechnology Research,"Biotechnology and Pharmaceuticals,Healthcare Software","AI-powered, Epiproteomics, Precision Medicine",2023.0,1179.0,Business Type contains B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Biotechnology and Pharmaceuticals,Healthcare Softw)",affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"Promise Bio is using broad epiproteomics and AI to advance precision medicine for chronic diseases. Our platform provides comprehensive post-translational modification (PTM) profiling enhanced with clinical and functional context, delivering insights for precise, data-driven decisions. We partner with leading research organizations and pharmaceutical companies to discover novel biomarkers, treatment selection tools, and drug targets.","PromiseBio is a precision medicine company specializing in autoimmune diseases. They offer an AI-driven, cloud-based platform for epiproteomic analysis, providing insights into disease mechanisms through the study of protein post-translational modifications. Their approach is unbiased and their AI insights are biologically relevant, leveraging existing data to enhance drug development and enable precision medicine.",2026-09-14
SQ124872,23324,50,Matrices,matrices.ai,https://matrices.ai,https://www.linkedin.com/company/matricesapp,matricesapp,United States,"San Francisco, California",17.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,"Technology, Information and Internet",Data and Analytics Software,"B2B, AI, Data Analysis",2023.0,2413.0,Business Type contains B2B; Pattern Tags contain B2B,explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Data and Analytics Software),affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"Building training environments for frontier AI labs to train agents that use computers like us.

https://matrices.ai/blog/how-to-free-humans-from-work","Matrices is developing an AI-powered spreadsheet platform that automates data gathering and analysis. It uses AI agents to research and populate spreadsheets with data from multiple sources, providing confidence scores and transparent research processes. The platform connects to both public and proprietary data and can be customized using natural language. Matrices targets professionals who need to perform data-intensive tasks.",2026-09-14
SQ126580,23361,50,Grw AI,grw.ai,https://grw.ai,https://www.linkedin.com/company/grwai,grwai,United States,San Francisco,16.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,"Technology, Information and Internet","Enterprise Software Solutions,AI and ML Platforms","B2B, AI Coaching, Sales Enablement",2023.0,1118.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"At Grw, we have built the Autonomous AI Sales Leader - an extraordinarily capable sales leader who ramps up in under a week, never sleeps, never forgets, and can manage and develop unlimited people simultaneously.

One unified intelligence that supports your organization—from rep guidance, to deal coaching, to role-play practice, to strategic planning—while working cross-functionally and without the bandwidth constraints of humans.

Our AI Leaders increase quota attainment by 30%, increase win rates by 28% and cut ramp times in half without adding to the workload of stretched humans.","Grw AI provides an AI-powered coaching platform designed to scale consistent, high-quality sales coaching across sales teams. Unlike traditional approaches, Grw AI's coaching agents work directly with sales representatives within their workflow, offering personalized deal coaching, on-demand support, and voice-to-voice role-playing. This helps embed best practices and improve rep behaviors. Grw AI also leverages digitized expertise from sales experts to enhance company performance, increase quota attainment, reduce ramp times, and support sales leaders.",2026-09-14
SQ131039,23449,50,Wellinks,wellinks.com,https://wellinks.com,https://www.linkedin.com/company/wellinkshealth,wellinkshealth,United States,"New Haven, Connecticut",30.0,11-50 employees,Privately Held,"B2B,B2C",0-500K,$1M - $5M,Hospitals and Health Care,"Healthcare Software,Digital Health and Telemedicine","Remote Monitoring, COPD, Digital Health",,4175.0,Business Type contains B2B,"SubIndustry is software/platform (Healthcare Software,Digital Health and Telemedicin)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Wellinks is the COPD disease management company providing individuals with the personalized care and support necessary for successful self-management. We prioritize the unique needs of each member to establish a clear path to better health.

Our programs extend the reach of existing care resources, and fill gaps where they are absent. Respiratory specialists and our health coaches work one-on-one and across a community of members to personalize the experience and unlock the power of the individual in their journey to better health.

Our care pathways are supported by a suite of innovative and ","Wellinks is a digital health company focused on transforming respiratory care, particularly for COPD patients. Their flagship product, Wing, is an FDA-cleared smartphone sensor for measuring lung function. Wellinks offers virtual pulmonary rehabilitation, personalized care plans, and 24/7 support, aiming to improve patient outcomes and reduce healthcare costs associated with COPD. They distinguish themselves through predictive patient insights and a comprehensive, value-based care model.",2026-09-14
SQ026248,25032,48,Gyrus Systems,gyrus.com,https://gyrus.com,https://www.linkedin.com/company/gyrus-systems,gyrus-systems,United States,"Richmond, VA",42.0,11-50 employees,Privately Held,B2B,500K-1M,Funding unknown,E-Learning Providers,"Corporate Training and Learning and Development,Enterprise Software Solutions","LMS, Compliance, B2B",1987.0,5568.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Corporate Training and Learning and Development,En)",affordability_exception,"revenue 500K-1M retained on operating scale (headcount 42, strong B2B SaaS signals)","Founded in 1987, Gyrus is a robust, modern, and future-ready Learning Management System.

600+ companies across 25+ countries trust Gyrus LMS to train their millions of users. Gyrus enjoys a 98% customer retention rate. 

Our solutions are purpose-built for vital industries where training is essential. We help these important organizations take control of their desired training strategies and retain institutional knowledge while providing efficient course delivery, tracking of learning progress, advanced reporting tools, and analytics.

Some of our customers include:
Government: US Air Force |","Gyrus Systems provides the GyrusAim Learning Management System (LMS). GyrusAim is a robust, modern platform designed for organizations where training is essential. Their solutions help companies take control of their training strategies, retain institutional knowledge, and efficiently deliver courses. They offer a single, complete product for all training needs, catering to a multigenerational workforce with flexible learning options.",2026-09-14
SQ030640,25110,48,TJM Labs,tjmlabs.com,https://tjmlabs.com,https://www.linkedin.com/company/tjm-labs,tjm-labs,United States,"Wilmington, Delaware",38.0,11-50 employees,Privately Held,B2B,,Funding unknown,"Technology, Information and Internet","Healthcare Software,AI and ML Platforms","B2B, SaaS, AI Automation",,1165.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Healthcare Software,AI and ML Platforms)",affordability_exception,"revenue (missing) retained on operating scale (headcount 38, strong B2B SaaS signals)","TJM Labs helps pharmacies eliminate manual, repetitive work with AI-driven automation. Our solutions handle prescription intake, fax processing, demographic updates, and reporting seamlessly within existing pharmacy systems. The result is higher accuracy, faster throughput, and pharmacy staff freed to focus on patients.

What sets us apart is our Dual-Expert Model. Every implementation pairs a pharmacist and an engineer to ensure clinical accuracy and technical precision. This hands-on approach guarantees workflows are tailored, compliant, and resilient instead of relying on one-size-fits-all ","TJM Labs offers innovative, AI-driven solutions tailored to streamline healthcare operations and enhance patient care. They specialize in modernizing legacy healthcare processes, enhancing patient outreach and communication, and optimizing operational and administrative tasks for pharmacies. Their services include prescription intake automation, AI-driven prescription processing, ROI reporting, inventory management, customer service agents, and custom solutions. TJM Labs helps pharmacies reduce manual tasks, improve efficiency, and focus on patient care, with solutions trusted by pharmacies ac",2026-09-14
